Applicant,Address,Latitude,Longitude,FoodItems
"Halal Cart, LLC",455 MARKET ST,37.79094704,-122.3986336,Gyros: Kebabs: soft drinks: and water
F & C Catering,1275 MINNESOTA ST,37.75425171,-122.3893812,Cold Truck: Hot/Cold Sandwiches: Water: Soda: Juice: Snacks: Milk: Candies: Canned Food: Soups: Cup of Noodles: Fruit: Salad
Eva's Catering,1900 19TH AVE,37.75212416,-122.4758723,Cold Truck: Burrito: Corn Dog: Salads: Sandwiches: Quesadilla: Tacos: Fried Rice: Cow Mein: Chinese Rice: Noodle Plates: Soup: Bacon: Eggs: Ham: Avacado: Sausages: Beverages
Brazuca Grill,601 MARIPOSA ST,37.76405209,-122.3901444,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages
Brazuca Grill,601 23RD ST,37.75503073,-122.3845307,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages
Brazuca Grill,1575 INDIANA ST,37.75084961,-122.3900276,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages
Eva's Catering,2600 INGALLS ST,37.72262922,-122.3900618,Corndogs: fried burrito: rice placet: soda: water: sandwiches: soup: noodle plates
Brazuca Grill,3305 03RD ST,37.74383117,-122.3777974,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages
Eva's Catering,2045 EVANS AVE,37.74777209,-122.3970317,Cold Truck: Burrito: Corn Dog: Salads: Sandwiches: Quesadilla: Tacos: Fried Rice: Cow Mein: Chinese Rice: Noodle Plates: Soup: Bacon: Eggs: Ham: Avacado: Sausages: Beverages
F & C Catering,2800 03RD ST,37.75371742,-122.388359,Cold Truck: Hot/Cold Sandwiches: Water: Soda: Juice: Snacks: Milk: Candies: Canned Food: Soups: Cup of Noodles: Fruit: Salad
FRUITYMANIA,870 MARKET ST,37.78511092,-122.4074227,Fruit Salads: Fruit Drinks: Can Soda: Water
"Chairman SF, LLC",400 CALIFORNIA ST,0,0,Baos: bowls & drinks
Brazuca Grill,1082 PENNSYLVANIA AVE,37.75336083,-122.3930459,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages
"Chairman SF, LLC",536 MISSION ST,37.78924891,-122.398893,Baos: bowls & drinks
Flavors of Africa,405 HOWARD ST,37.78853001,-122.3951443,Meat and vegi rice bowls: meat and vegi salad bowls: meat and vegi wraps: drinks and juices.
Faith Sandwich,560 MISSION ST,37.78886472,-122.3993594,BBQ PORK SANDWICHGRILL CHICKEN SANDWICHSHIRMP SPRING ROLLSBBQ PORK OVER RICEGRILL CHICKEN OVER RICEBBQ PORK VERMICELLIGRILL CHICKEN VERMICELLIBBQ PORK GARLIC NOODLEGRILL CHICKEN GARLIC NOODLENEW ITEMS:MASALA DOSAPANNER DOSACHICKEN CURRY & RICECHICKEN STEWRICE OR DOSAADD CHEESEADD GHEE
Eva's Catering,530 05TH ST,37.77687639,-122.4002596,Cold Truck: Burrito: Corn Dog: Salads: Sandwiches: Quesadilla: Tacos: Fried Rice: Cow Mein: Chinese Rice: Noodle Plates: Soup: Bacon: Eggs: Ham: Avacado: Sausages: Beverages
CC Acquisition LLC,525 MARKET ST,37.79040672,-122.3992759,Chai Tea
Singh Brothers Ice Cream,297 HARBOR RD,37.73343881,-122.3804675,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA
"SOHOMEI, LLC",1118 MISSION ST,37.77915721,-122.4116154,COLD TRUCK. Deli: bbq chicken skewer: Chinese spring roll: Chinese fried rice/noodle: fried chicken leg/wing: bbq chicken sandwich: chicken cheese burger: burrito: lumpia. Snack: sunflower seeds: muffins: chips: snickers: kit-kat: 10 types of chocolate. Drinks: Coke: 7-Up: Dr. Pepper: Pepsi: Redbull: Vitamin Water: Rockstar: Coconut Juice: Water. Hot drinks: coffee: tea.
"SOHOMEI, LLC",432 CLAY ST,37.79510556,-122.4008766,COLD TRUCK. Deli: bbq chicken skewer: Chinese spring roll: Chinese fried rice/noodle: fried chicken leg/wing: bbq chicken sandwich: chicken cheese burger: burrito: lumpia. Snack: sunflower seeds: muffins: chips: snickers: kit-kat: 10 types of chocolate. Drinks: Coke: 7-Up: Dr. Pepper: Pepsi: Redbull: Vitamin Water: Rockstar: Coconut Juice: Water. Hot drinks: coffee: tea.
Singh Brothers Ice Cream,1562 BANCROFT AVE,37.7254507,-122.3919916,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA
SPUNBYSS,240 02ND ST,37.78594032,-122.3977999,American classic slider:  fried chicken slider: fried chicken skin: wedge cut fries: regular cut fries: handcrafted sodas: spring salad
Singh Brothers Ice Cream,195 KISKA RD,37.72943829,-122.3766578,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA
Tacos El Primo,1700 EVANS AVE,37.74488929,-122.390972,Mexican food: tacos: burritos: tortas: various meat and chicken and fish plate: chile relleno plate: fish plate: bread: flan: rice pudding: bread: fruit juice: vegetable juice: coffee: tea
Singh Brothers Ice Cream,1191 QUESADA AVE,37.72774449,-122.3821074,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA
"SOHOMEI, LLC",1 THOMAS MORE WAY,37.71000333,-122.4714119,COLD TRUCK. Deli: bbq chicken skewer: Chinese spring roll: Chinese fried rice/noodle: fried chicken leg/wing: bbq chicken sandwich: chicken cheese burger: burrito: lumpia. Snack: sunflower seeds: muffins: chips: snickers: kit-kat: 10 types of chocolate. Drinks: Coke: 7-Up: Dr. Pepper: Pepsi: Redbull: Vitamin Water: Rockstar: Coconut Juice: Water. Hot drinks: coffee: tea.
Singh Brothers Ice Cream,2900 GRIFFITH ST,37.71699129,-122.3895991,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA
"SOHOMEI, LLC",1540 PINE ST,37.78982692,-122.4211263,COLD TRUCK. Deli: bbq chicken skewer: Chinese spring roll: Chinese fried rice/noodle: fried chicken leg/wing: bbq chicken sandwich: chicken cheese burger: burrito: lumpia. Snack: sunflower seeds: muffins: chips: snickers: kit-kat: 10 types of chocolate. Drinks: Coke: 7-Up: Dr. Pepper: Pepsi: Redbull: Vitamin Water: Rockstar: Coconut Juice: Water. Hot drinks: coffee: tea.
Munch India,400 CALIFORNIA ST,37.79330428,-122.401459,Daily rotating menus consisting of various local & organic vegetable: poultry: meat: seafood : rice & bread dishes.
Singh Brothers Ice Cream,1000 HOLLISTER AVE,37.71893982,-122.3905179,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA
Singh Brothers Ice Cream,1173 INGERSON AVE,37.72044936,-122.395915,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA
Tacos El Primo,1495 WALLACE AVE,37.7259305,-122.3892156,Mexican food: tacos: burritos: tortas: various meat and chicken and fish plate: chile relleno plate: fish plate: bread: flan: rice pudding: bread: fruit juice: vegetable juice: coffee: tea
The Huge Hotdog Concession,1300 POLK ST,37.78887712,-122.420091,Hotdogs: chips: soda: nuts: crackers
Julie's Hot Dogs,1850 MISSION ST,37.76735502,-122.4205179,Hot dogs: bacon wrap hot dogs: chicken burgers: energy drinks: water & various drinks
Singh Brothers Ice Cream,1475 DONNER AVE,37.72279369,-122.3917197,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA
Brazuca Grill,2030 03RD ST,37.7636598,-122.3891339,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages
Brazuca Grill,640 TENNESSEE ST,37.76354048,-122.3900966,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages
Julie's Hot Dogs,2101 MISSION ST,37.76317462,-122.4190095,Hot dogs: bacon wrap hot dogs: chicken burgers: energy drinks: water & various drinks
Marengo,75 WATERLOO ST,37.73864994,-122.4061861,Breakfast - egg: cheese: bacon: tomato: english muffin w/ butter: jam: or nutella: hard boiled eggs: fruit medley: water: coffee: milk: carrot juice: orange juice
Singh Brothers Ice Cream,35 NIBBI CT,37.71045169,-122.3961491,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA
Eli's Hot Dogs,101 BAY SHORE BLVD,37.7469483,-122.403391,various styles of hot dogs & sausages: chips: breakfast sandwiches: chili: soda: water:
Singh Brothers Ice Cream,1101 PALOU AVE,37.72867144,-122.3818651,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA
"SOHOMEI, LLC",740 VALENCIA ST,37.76095717,-122.4218242,COLD TRUCK. Deli: bbq chicken skewer: Chinese spring roll: Chinese fried rice/noodle: fried chicken leg/wing: bbq chicken sandwich: chicken cheese burger: burrito: lumpia. Snack: sunflower seeds: muffins: chips: snickers: kit-kat: 10 types of chocolate. Drinks: Coke: 7-Up: Dr. Pepper: Pepsi: Redbull: Vitamin Water: Rockstar: Coconut Juice: Water. Hot drinks: coffee: tea.
SF Cart Project,535 MISSION BAY BLVD SOUTH,37.76912441,-122.3914749,7 Multiple Trucks on rotation (1 on Mission Bay Blvd South & 6 on 4th St).   Serving everything but hot dogs
"Santana ESG, Inc.",2598 HARRISON ST,0,0,Tacos: Burritos: Tortas: Quesadillas: Mexican Drinks: Aguas Frescas
"SOHOMEI, LLC",599 MASONIC AVE,37.78072315,-122.4477896,COLD TRUCK. Deli: bbq chicken skewer: Chinese spring roll: Chinese fried rice/noodle: fried chicken leg/wing: bbq chicken sandwich: chicken cheese burger: burrito: lumpia. Snack: sunflower seeds: muffins: chips: snickers: kit-kat: 10 types of chocolate. Drinks: Coke: 7-Up: Dr. Pepper: Pepsi: Redbull: Vitamin Water: Rockstar: Coconut Juice: Water. Hot drinks: coffee: tea.
El Tonayense #60,2355 FOLSOM ST,0,0,Tacos: Burritos: Tortas: Quesadillas: Drinks
"SOHOMEI, LLC",1580 DAVIDSON AVE,37.74569303,-122.3907146,COLD TRUCK. Deli: bbq chicken skewer: Chinese spring roll: Chinese fried rice/noodle: fried chicken leg/wing: bbq chicken sandwich: chicken cheese burger: burrito: lumpia. Snack: sunflower seeds: muffins: chips: snickers: kit-kat: 10 types of chocolate. Drinks: Coke: 7-Up: Dr. Pepper: Pepsi: Redbull: Vitamin Water: Rockstar: Coconut Juice: Water. Hot drinks: coffee: tea.
Singh Brothers Ice Cream,1550 WALLACE AVE,37.72716807,-122.3900291,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA
Ruru Juice LLC,601 MISSION ST,37.78767164,-122.3997629,Smoothies: Juice: Salads: Fruit Bowls: Soup
Wonder Philly,960 04TH ST,37.77433767,-122.3940533,Hot dogs: sausages: cheesesteaks: chips: drinks
Singh Brothers Ice Cream,1104 FITZGERALD AVE,37.72017472,-122.3894071,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA
Julie's Hot Dogs,2365 MISSION ST,37.75924029,-122.4185442,Hot dogs: Bacon wrapped hot dogs: soda: water: sports drinks: energy drinks: chips
"SOHOMEI, LLC",690 MISSION ST,0,0,COLD TRUCK. Deli: bbq chicken skewer: Chinese spring roll: Chinese fried rice/noodle: fried chicken leg/wing: bbq chicken sandwich: chicken cheese burger: burrito: lumpia. Snack: sunflower seeds: muffins: chips: snickers: kit-kat: 10 types of chocolate. Drinks: Coke: 7-Up: Dr. Pepper: Pepsi: Redbull: Vitamin Water: Rockstar: Coconut Juice: Water. Hot drinks: coffee: tea.
"Kabob Trolley, LLC",298 KING ST,37.77764221,-122.3934181,Gyros: Kebobs: refreshments and dessert
"Kabob Trolley, LLC",1133 MISSION ST,37.77833026,-122.4115159,Halal Gyro and Cheesesteaks
Tacos El Primo,345 WILLIAMS AVE,37.72980548,-122.3992471,Mexican food: tacos: burritos: tortas: various meat and chicken and fish plate: chile relleno plate: fish plate: bread: flan: rice pudding: bread: fruit juice: vegetable juice: coffee: tea
Singh Brothers Ice Cream,1309 INGALLS ST,37.73037424,-122.3818619,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA
CC Acquisition LLC,560 VALENCIA ST,37.76385808,-122.4220826,Chai Tea
"Santana ESG, Inc.",200 SHOTWELL ST,37.76474535,-122.4165621,Tacos: Burritos: Tortas: Quesadillas: Mexican Drinks: Aguas Frescas
"SOHOMEI, LLC",544 02ND ST,37.78242356,-122.3932364,COLD TRUCK. Deli: bbq chicken skewer: Chinese spring roll: Chinese fried rice/noodle: fried chicken leg/wing: bbq chicken sandwich: chicken cheese burger: burrito: lumpia. Snack: sunflower seeds: muffins: chips: snickers: kit-kat: 10 types of chocolate. Drinks: Coke: 7-Up: Dr. Pepper: Pepsi: Redbull: Vitamin Water: Rockstar: Coconut Juice: Water. Hot drinks: coffee: tea.
Ruru Juice LLC,80 SUTTER ST,37.79034625,-122.4018502,Smoothies: Juice: Salads: Fruit Bowls: Soup
Singh Brothers Ice Cream,3444 JENNINGS ST,37.71852205,-122.3966614,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA
Tacos Lol-Tun,1610 ARMSTRONG AVE,37.72659436,-122.3923556,Tortas: burritos: tacos: ensaladas: sodas
El Tonayense #60,401 TREAT AVE,37.76310833,-122.4134549,Tacos: Burritos: Tortas: Quesadillas: Drinks
"SOHOMEI, LLC",1570 BURKE AVE,37.74475219,-122.3856792,COLD TRUCK. Deli: bbq chicken skewer: Chinese spring roll: Chinese fried rice/noodle: fried chicken leg/wing: bbq chicken sandwich: chicken cheese burger: burrito: lumpia. Snack: sunflower seeds: muffins: chips: snickers: kit-kat: 10 types of chocolate. Drinks: Coke: 7-Up: Dr. Pepper: Pepsi: Redbull: Vitamin Water: Rockstar: Coconut Juice: Water. Hot drinks: coffee: tea.
"SOHOMEI, LLC",730 ELLIS ST,37.78442074,-122.4184054,COLD TRUCK. Deli: bbq chicken skewer: Chinese spring roll: Chinese fried rice/noodle: fried chicken leg/wing: bbq chicken sandwich: chicken cheese burger: burrito: lumpia. Snack: sunflower seeds: muffins: chips: snickers: kit-kat: 10 types of chocolate. Drinks: Coke: 7-Up: Dr. Pepper: Pepsi: Redbull: Vitamin Water: Rockstar: Coconut Juice: Water. Hot drinks: coffee: tea.
"SOHOMEI, LLC",1240 MINNESOTA ST,37.75461495,-122.3903881,COLD TRUCK. Deli: bbq chicken skewer: Chinese spring roll: Chinese fried rice/noodle: fried chicken leg/wing: bbq chicken sandwich: chicken cheese burger: burrito: lumpia. Snack: sunflower seeds: muffins: chips: snickers: kit-kat: 10 types of chocolate. Drinks: Coke: 7-Up: Dr. Pepper: Pepsi: Redbull: Vitamin Water: Rockstar: Coconut Juice: Water. Hot drinks: coffee: tea.
"SOHOMEI, LLC",85 02ND ST,37.78845703,-122.3998842,COLD TRUCK. Deli: bbq chicken skewer: Chinese spring roll: Chinese fried rice/noodle: fried chicken leg/wing: bbq chicken sandwich: chicken cheese burger: burrito: lumpia. Snack: sunflower seeds: muffins: chips: snickers: kit-kat: 10 types of chocolate. Drinks: Coke: 7-Up: Dr. Pepper: Pepsi: Redbull: Vitamin Water: Rockstar: Coconut Juice: Water. Hot drinks: coffee: tea.
Singh Brothers Ice Cream,2115 JENNINGS ST,37.72672798,-122.3886584,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA
Singh Brothers Ice Cream,800 JAMESTOWN AVE,37.716443,-122.3899379,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA
"SOHOMEI, LLC",501 HOWARD ST,0,0,COLD TRUCK. Deli: bbq chicken skewer: Chinese spring roll: Chinese fried rice/noodle: fried chicken leg/wing: bbq chicken sandwich: chicken cheese burger: burrito: lumpia. Snack: sunflower seeds: muffins: chips: snickers: kit-kat: 10 types of chocolate. Drinks: Coke: 7-Up: Dr. Pepper: Pepsi: Redbull: Vitamin Water: Rockstar: Coconut Juice: Water. Hot drinks: coffee: tea.
Singh Brothers Ice Cream,1698 KIRKWOOD AVE,37.73935716,-122.3915228,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA
"SOHOMEI, LLC",2401 22ND ST,37.75563701,-122.4051019,COLD TRUCK. Deli: bbq chicken skewer: Chinese spring roll: Chinese fried rice/noodle: fried chicken leg/wing: bbq chicken sandwich: chicken cheese burger: burrito: lumpia. Snack: sunflower seeds: muffins: chips: snickers: kit-kat: 10 types of chocolate. Drinks: Coke: 7-Up: Dr. Pepper: Pepsi: Redbull: Vitamin Water: Rockstar: Coconut Juice: Water. Hot drinks: coffee: tea.
Singh Brothers Ice Cream,1207 SHAFTER AVE,37.72670827,-122.3836249,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA
"SOHOMEI, LLC",1652 EDDY ST,37.78159675,-122.4348578,COLD TRUCK. Deli: bbq chicken skewer: Chinese spring roll: Chinese fried rice/noodle: fried chicken leg/wing: bbq chicken sandwich: chicken cheese burger: burrito: lumpia. Snack: sunflower seeds: muffins: chips: snickers: kit-kat: 10 types of chocolate. Drinks: Coke: 7-Up: Dr. Pepper: Pepsi: Redbull: Vitamin Water: Rockstar: Coconut Juice: Water. Hot drinks: coffee: tea.
El Tonayanse #4 / #36,1717 HARRISON ST,0,0,Tacos: Burritos: Tortas: Quesadillas
Singh Brothers Ice Cream,1060 KEY AVE,37.71920022,-122.3959767,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA
"SOHOMEI, LLC",Assessors Block 3902/Lot002,37.76830699,-122.4120003,COLD TRUCK. Deli: bbq chicken skewer: Chinese spring roll: Chinese fried rice/noodle: fried chicken leg/wing: bbq chicken sandwich: chicken cheese burger: burrito: lumpia. Snack: sunflower seeds: muffins: chips: snickers: kit-kat: 10 types of chocolate. Drinks: Coke: 7-Up: Dr. Pepper: Pepsi: Redbull: Vitamin Water: Rockstar: Coconut Juice: Water. Hot drinks: coffee: tea.
Brazuca Grill,1400 MINNESOTA ST,37.75207459,-122.3901449,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages
Wu Wei LLC dba MoBowl,900 FRONT ST,37.80022092,-122.399569,Various types of meat: veggie: and seafood bowls.
Eva's Catering,1100 ORTEGA ST,37.75266052,-122.4754735,Cold Truck: Burrito: Corn Dog: Salads: Sandwiches: Quesadilla: Tacos: Fried Rice: Cow Mein: Chinese Rice: Noodle Plates: Soup: Bacon: Eggs: Ham: Avacado: Sausages: Beverages
Brazuca Grill,1040 MARIPOSA ST,37.76420238,-122.3942852,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages
Brazuca Grill,208 PENNSYLVANIA AVE,37.76346296,-122.3940129,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages
Brazuca Grill,6000 03RD ST,37.7239799,-122.3959035,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages
Brazuca Grill,2085 03RD ST,37.76329906,-122.3884823,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages
Park's Catering,220 RANKIN ST,37.74646979,-122.3915152,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins
Wu Wei LLC dba MoBowl,500 HOWARD ST,0,0,Various types of meat: veggie: and seafood bowls.
Natan's Catering,3201 03RD ST,37.74844534,-122.386879,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks
Brazuca Grill,1315 ARMSTRONG AVE,37.72307876,-122.3875257,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages
Faith Sandwich,58 MAIN ST,37.79210934,-122.3958039,BBQ PORK SANDWICHGRILL CHICKEN SANDWICHSHIRMP SPRING ROLLSBBQ PORK OVER RICEGRILL CHICKEN OVER RICEBBQ PORK VERMICELLIGRILL CHICKEN VERMICELLIBBQ PORK GARLIC NOODLEGRILL CHICKEN GARLIC NOODLENEW ITEMS:MASALA DOSAPANNER DOSACHICKEN CURRY & RICECHICKEN STEWRICE OR DOSAADD CHEESEADD GHEE
Brazuca Grill,1346 EDDY ST,37.78186712,-122.4298852,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages
Wu Wei LLC dba MoBowl,253 DRUMM ST,37.79612338,-122.3972732,Various types of meat: veggie: and seafood bowls.
Brazuca Grill,131 SHOTWELL ST,37.74793094,-122.4151932,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages
Park's Catering,1650 DAVIDSON AVE,37.7467113,-122.3921503,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins
F & C Catering,2890 03RD ST,37.75310875,-122.3881702,Cold Truck: Hot/Cold Sandwiches: Water: Soda: Juice: Snacks: Milk: Candies: Canned Food: Soups: Cup of Noodles: Fruit: Salad
Halal Cart of San Francisco,400 MONTGOMERY ST,37.79314863,-122.4025672,Halal Gyro over Rice: Halal Chicken over Rice: Halal Gyro: and Chicken Sandwich
Park's Catering,1570 BURKE AVE,37.74475219,-122.3856792,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins
Golden Gate Halal Food,979 MARKET ST,37.78228077,-122.4095312,Pulao Plates & Sandwiches: Various Drinks
Park's Catering,Assessors Block 4755/Lot049,37.72638293,-122.3784348,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins
Treats by the Bay LLC,1 MARKET ST,37.79387151,-122.3948652,Ice Cream: Donuts
Park's Catering,1575 BURKE AVE,37.74417845,-122.3867159,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins
Park's Catering,2323 CESAR CHAVEZ ST,37.74880138,-122.4005525,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins
Leo's Hot Dogs,2301 MISSION ST,37.76008693,-122.4188065,Hot dogs and related toppings: non alcoholic beverages
Park's Catering,3450 03RD ST,37.74572922,-122.3877977,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins
F & C Catering,Assessors Block /Lot,0,0,Cold Truck: Hot/Cold Sandwiches: Water: Soda: Juice: Snacks: Milk: Candies: Canned Food: Soups: Cup of Noodles: Fruit: Salad
F & C Catering,900 MINNESOTA ST,0,0,Cold Truck: Hot/Cold Sandwiches: Water: Soda: Juice: Snacks: Milk: Candies: Canned Food: Soups: Cup of Noodles: Fruit: Salad
F & C Catering,700 25TH ST,37.75338081,-122.3863677,Cold Truck: Hot/Cold Sandwiches: Water: Soda: Juice: Snacks: Milk: Candies: Canned Food: Soups: Cup of Noodles: Fruit: Salad
Park's Catering,1801 EVANS AVE,37.7445912,-122.3930769,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins
Park's Catering,250 NAPOLEON ST,37.74675555,-122.4009063,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins
Flavors of Africa,560 MISSION ST,37.78886472,-122.3993594,Meat and vegi rice bowls: meat and vegi salad bowls: meat and vegi wraps: drinks and juices.
Park's Catering,2525 MARIN ST,37.74761607,-122.401977,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins
F & C Catering,898 PENNSYLVANIA AVE,37.75553447,-122.3939253,Cold Truck: Hot/Cold Sandwiches: Water: Soda: Juice: Snacks: Milk: Candies: Canned Food: Soups: Cup of Noodles: Fruit: Salad
Roadside Rotisserie Corporation / Country Grill,333 BRANNAN ST,37.780918,-122.392417,Rotisserie Chicken; Ribs; Pork Loin; Roasted Potatoes; Chicken Wrap; Kale Salad; Drinks
Park's Catering,Assessors Block 4645/Lot015,37.73213495,-122.3753981,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins
Flavors of Africa,555 MISSION ST,37.78844616,-122.3986412,Meat and vegi rice bowls: meat and vegi salad bowls: meat and vegi wraps: drinks and juices.
Park's Catering,220 NEWHALL ST,37.74301425,-122.3844602,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins
Park's Catering,1555 BURKE AVE,37.74371348,-122.3859648,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins
"Halal Cart, LLC",1 MARKET ST,37.79387151,-122.3948652,kebabs: halal gyro: grilled halal meat: refreshments
Wu Wei LLC dba MoBowl,370 DRUMM ST,37.79691371,-122.3966507,Various types of meat: veggie: and seafood bowls.
Park's Catering,330 NEWHALL ST,37.74298987,-122.3867733,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins
